"범죄별(1)","범죄별(2)",범죄별(3),발생지역별(1),2020
"특별법범 (건)","예비군법",소계,전남,42
"특별법범 (건)","예비군법",소계,경북,126
"특별법범 (건)","예비군법",소계,경남,150
"특별법범 (건)","예비군법",소계,제주,63
"특별법범 (건)","옥외광고물등의 관리와 옥외광고산업진흥에 관한법률",소계,계,162
"특별법범 (건)","옥외광고물등의 관리와 옥외광고산업진흥에 관한법률",소계,서울,33
"특별법범 (건)","옥외광고물등의 관리와 옥외광고산업진흥에 관한법률",소계,부산,11
"특별법범 (건)","옥외광고물등의 관리와 옥외광고산업진흥에 관한법률",소계,대구,7
"특별법범 (건)","옥외광고물등의 관리와 옥외광고산업진흥에 관한법률",소계,인천,7
"특별법범 (건)","옥외광고물등의 관리와 옥외광고산업진흥에 관한법률",소계,광주,3
"특별법범 (건)","옥외광고물등의 관리와 옥외광고산업진흥에 관한법률",소계,대전,1
"특별법범 (건)","옥외광고물등의 관리와 옥외광고산업진흥에 관한법률",소계,울산,-
"특별법범 (건)","옥외광고물등의 관리와 옥외광고산업진흥에 관한법률",소계,세종,3
"특별법범 (건)","옥외광고물등의 관리와 옥외광고산업진흥에 관한법률",소계,경기,35
"특별법범 (건)","옥외광고물등의 관리와 옥외광고산업진흥에 관한법률",소계,강원,4
"특별법범 (건)","옥외광고물등의 관리와 옥외광고산업진흥에 관한법률",소계,충북,8
"특별법범 (건)","옥외광고물등의 관리와 옥외광고산업진흥에 관한법률",소계,충남,8
"특별법범 (건)","옥외광고물등의 관리와 옥외광고산업진흥에 관한법률",소계,전북,5
"특별법범 (건)","옥외광고물등의 관리와 옥외광고산업진흥에 관한법률",소계,전남,4
"특별법범 (건)","옥외광고물등의 관리와 옥외광고산업진흥에 관한법률",소계,경북,3
"특별법범 (건)","옥외광고물등의 관리와 옥외광고산업진흥에 관한법률",소계,경남,16
"특별법범 (건)","옥외광고물등의 관리와 옥외광고산업진흥에 관한법률",소계,제주,14
"특별법범 (건)","외국환거래법",소계,계,312
"특별법범 (건)","외국환거래법",소계,서울,77
"특별법범 (건)","외국환거래법",소계,부산,37
"특별법범 (건)","외국환거래법",소계,대구,4
"특별법범 (건)","외국환거래법",소계,인천,128
"특별법범 (건)","외국환거래법",소계,광주,3
"특별법범 (건)","외국환거래법",소계,대전,1
"특별법범 (건)","외국환거래법",소계,울산,-
"특별법범 (건)","외국환거래법",소계,세종,-
"특별법범 (건)","외국환거래법",소계,경기,23
"특별법범 (건)","외국환거래법",소계,강원,4
"특별법범 (건)","외국환거래법",소계,충북,6
"특별법범 (건)","외국환거래법",소계,충남,11
"특별법범 (건)","외국환거래법",소계,전북,10
"특별법범 (건)","외국환거래법",소계,전남,1
"특별법범 (건)","외국환거래법",소계,경북,2
"특별법범 (건)","외국환거래법",소계,경남,3
"특별법범 (건)","외국환거래법",소계,제주,2
"특별법범 (건)","위험물 안전관리법",소계,계,729
"특별법범 (건)","위험물 안전관리법",소계,서울,7
"특별법범 (건)","위험물 안전관리법",소계,부산,17
"특별법범 (건)","위험물 안전관리법",소계,대구,27
"특별법범 (건)","위험물 안전관리법",소계,인천,31
"특별법범 (건)","위험물 안전관리법",소계,광주,5
"특별법범 (건)","위험물 안전관리법",소계,대전,4
"특별법범 (건)","위험물 안전관리법",소계,울산,19
"특별법범 (건)","위험물 안전관리법",소계,세종,4
"특별법범 (건)","위험물 안전관리법",소계,경기,397
"특별법범 (건)","위험물 안전관리법",소계,강원,24
"특별법범 (건)","위험물 안전관리법",소계,충북,22
"특별법범 (건)","위험물 안전관리법",소계,충남,43
"특별법범 (건)","위험물 안전관리법",소계,전북,45
"특별법범 (건)","위험물 안전관리법",소계,전남,23
"특별법범 (건)","위험물 안전관리법",소계,경북,16
"특별법범 (건)","위험물 안전관리법",소계,경남,45
"특별법범 (건)","위험물 안전관리법",소계,제주,-
"특별법범 (건)","유사수신행위의 규제에 관한법률",소계,계,1096
"특별법범 (건)","유사수신행위의 규제에 관한법률",소계,서울,639
"특별법범 (건)","유사수신행위의 규제에 관한법률",소계,부산,47
"특별법범 (건)","유사수신행위의 규제에 관한법률",소계,대구,37
"특별법범 (건)","유사수신행위의 규제에 관한법률",소계,인천,18
"특별법범 (건)","유사수신행위의 규제에 관한법률",소계,광주,57
"특별법범 (건)","유사수신행위의 규제에 관한법률",소계,대전,23
"특별법범 (건)","유사수신행위의 규제에 관한법률",소계,울산,8
"특별법범 (건)","유사수신행위의 규제에 관한법률",소계,세종,-
"특별법범 (건)","유사수신행위의 규제에 관한법률",소계,경기,105
"특별법범 (건)","유사수신행위의 규제에 관한법률",소계,강원,7
"특별법범 (건)","유사수신행위의 규제에 관한법률",소계,충북,22
"특별법범 (건)","유사수신행위의 규제에 관한법률",소계,충남,16
"특별법범 (건)","유사수신행위의 규제에 관한법률",소계,전북,33
"특별법범 (건)","유사수신행위의 규제에 관한법률",소계,전남,6
"특별법범 (건)","유사수신행위의 규제에 관한법률",소계,경북,12
"특별법범 (건)","유사수신행위의 규제에 관한법률",소계,경남,62
"특별법범 (건)","유사수신행위의 규제에 관한법률",소계,제주,4
"특별법범 (건)","의료기기법",소계,계,415
"특별법범 (건)","의료기기법",소계,서울,175
"특별법범 (건)","의료기기법",소계,부산,77
"특별법범 (건)","의료기기법",소계,대구,7
"특별법범 (건)","의료기기법",소계,인천,19
"특별법범 (건)","의료기기법",소계,광주,7
"특별법범 (건)","의료기기법",소계,대전,7
"특별법범 (건)","의료기기법",소계,울산,1
"특별법범 (건)","의료기기법",소계,세종,1
"특별법범 (건)","의료기기법",소계,경기,87
"특별법범 (건)","의료기기법",소계,강원,3
"특별법범 (건)","의료기기법",소계,충북,11
"특별법범 (건)","의료기기법",소계,충남,4
"특별법범 (건)","의료기기법",소계,전북,6
"특별법범 (건)","의료기기법",소계,전남,2
"특별법범 (건)","의료기기법",소계,경북,1
"특별법범 (건)","의료기기법",소계,경남,7
"특별법범 (건)","의료기기법",소계,제주,-
"특별법범 (건)","의료법",소계,계,3076
"특별법범 (건)","의료법",소계,서울,829
"특별법범 (건)","의료법",소계,부산,306
"특별법범 (건)","의료법",소계,대구,89
"특별법범 (건)","의료법",소계,인천,148
"특별법범 (건)","의료법",소계,광주,102
"특별법범 (건)","의료법",소계,대전,63
"특별법범 (건)","의료법",소계,울산,40
"특별법범 (건)","의료법",소계,세종,18
"특별법범 (건)","의료법",소계,경기,814
"특별법범 (건)","의료법",소계,강원,52
"특별법범 (건)","의료법",소계,충북,78
"특별법범 (건)","의료법",소계,충남,125
"특별법범 (건)","의료법",소계,전북,67
"특별법범 (건)","의료법",소계,전남,56
"특별법범 (건)","의료법",소계,경북,76
"특별법범 (건)","의료법",소계,경남,178
"특별법범 (건)","의료법",소계,제주,35
"특별법범 (건)","자동차관리법",소계,계,24870
"특별법범 (건)","자동차관리법",소계,서울,5550
"특별법범 (건)","자동차관리법",소계,부산,2276
"특별법범 (건)","자동차관리법",소계,대구,1442
"특별법범 (건)","자동차관리법",소계,인천,1825
"특별법범 (건)","자동차관리법",소계,광주,946
"특별법범 (건)","자동차관리법",소계,대전,491
"특별법범 (건)","자동차관리법",소계,울산,287
"특별법범 (건)","자동차관리법",소계,세종,79
"특별법범 (건)","자동차관리법",소계,경기,6017
"특별법범 (건)","자동차관리법",소계,강원,539
"특별법범 (건)","자동차관리법",소계,충북,643
"특별법범 (건)","자동차관리법",소계,충남,850
"특별법범 (건)","자동차관리법",소계,전북,855
"특별법범 (건)","자동차관리법",소계,전남,402
"특별법범 (건)","자동차관리법",소계,경북,862
"특별법범 (건)","자동차관리법",소계,경남,1756
"특별법범 (건)","자동차관리법",소계,제주,50
"특별법범 (건)","자동차 손해배상 보장법",소계,계,19485
"특별법범 (건)","자동차 손해배상 보장법",소계,서울,1972
"특별법범 (건)","자동차 손해배상 보장법",소계,부산,1320
"특별법범 (건)","자동차 손해배상 보장법",소계,대구,825
"특별법범 (건)","자동차 손해배상 보장법",소계,인천,1410
"특별법범 (건)","자동차 손해배상 보장법",소계,광주,614
"특별법범 (건)","자동차 손해배상 보장법",소계,대전,407
"특별법범 (건)","자동차 손해배상 보장법",소계,울산,422
"특별법범 (건)","자동차 손해배상 보장법",소계,세종,84
"특별법범 (건)","자동차 손해배상 보장법",소계,경기,5327
"특별법범 (건)","자동차 손해배상 보장법",소계,강원,570
"특별법범 (건)","자동차 손해배상 보장법",소계,충북,1042
"특별법범 (건)","자동차 손해배상 보장법",소계,충남,1199
"특별법범 (건)","자동차 손해배상 보장법",소계,전북,988
"특별법범 (건)","자동차 손해배상 보장법",소계,전남,721
"특별법범 (건)","자동차 손해배상 보장법",소계,경북,1402
"특별법범 (건)","자동차 손해배상 보장법",소계,경남,1138
"특별법범 (건)","자동차 손해배상 보장법",소계,제주,44
"특별법범 (건)","자본시장과 금융투자업에 관한법률",소계,계,346
"특별법범 (건)","자본시장과 금융투자업에 관한법률",소계,서울,233
"특별법범 (건)","자본시장과 금융투자업에 관한법률",소계,부산,6
"특별법범 (건)","자본시장과 금융투자업에 관한법률",소계,대구,13
"특별법범 (건)","자본시장과 금융투자업에 관한법률",소계,인천,7
"특별법범 (건)","자본시장과 금융투자업에 관한법률",소계,광주,3
"특별법범 (건)","자본시장과 금융투자업에 관한법률",소계,대전,12
"특별법범 (건)","자본시장과 금융투자업에 관한법률",소계,울산,-
"특별법범 (건)","자본시장과 금융투자업에 관한법률",소계,세종,-
"특별법범 (건)","자본시장과 금융투자업에 관한법률",소계,경기,43
"특별법범 (건)","자본시장과 금융투자업에 관한법률",소계,강원,1
"특별법범 (건)","자본시장과 금융투자업에 관한법률",소계,충북,1
"특별법범 (건)","자본시장과 금융투자업에 관한법률",소계,충남,3
"특별법범 (건)","자본시장과 금융투자업에 관한법률",소계,전북,4
"특별법범 (건)","자본시장과 금융투자업에 관한법률",소계,전남,1
"특별법범 (건)","자본시장과 금융투자업에 관한법률",소계,경북,3
"특별법범 (건)","자본시장과 금융투자업에 관한법률",소계,경남,16
"특별법범 (건)","자본시장과 금융투자업에 관한법률",소계,제주,-
"특별법범 (건)","저작권법",소계,계,6826
"특별법범 (건)","저작권법",소계,서울,1762
"특별법범 (건)","저작권법",소계,부산,474
"특별법범 (건)","저작권법",소계,대구,251
"특별법범 (건)","저작권법",소계,인천,455
"특별법범 (건)","저작권법",소계,광주,172
"특별법범 (건)","저작권법",소계,대전,194
"특별법범 (건)","저작권법",소계,울산,57
"특별법범 (건)","저작권법",소계,세종,197
"특별법범 (건)","저작권법",소계,경기,1834
"특별법범 (건)","저작권법",소계,강원,128
"특별법범 (건)","저작권법",소계,충북,137
"특별법범 (건)","저작권법",소계,충남,196
"특별법범 (건)","저작권법",소계,전북,146
"특별법범 (건)","저작권법",소계,전남,156
"특별법범 (건)","저작권법",소계,경북,213
"특별법범 (건)","저작권법",소계,경남,389
"특별법범 (건)","저작권법",소계,제주,65
"특별법범 (건)","전자금융거래법",소계,계,6743
"특별법범 (건)","전자금융거래법",소계,서울,1372
"특별법범 (건)","전자금융거래법",소계,부산,456
"특별법범 (건)","전자금융거래법",소계,대구,231
"특별법범 (건)","전자금융거래법",소계,인천,510
"특별법범 (건)","전자금융거래법",소계,광주,163
"특별법범 (건)","전자금융거래법",소계,대전,223
"특별법범 (건)","전자금융거래법",소계,울산,64
"특별법범 (건)","전자금융거래법",소계,세종,18
"특별법범 (건)","전자금융거래법",소계,경기,1862
"특별법범 (건)","전자금융거래법",소계,강원,132
"특별법범 (건)","전자금융거래법",소계,충북,180
"특별법범 (건)","전자금융거래법",소계,충남,299
"특별법범 (건)","전자금융거래법",소계,전북,182
"특별법범 (건)","전자금융거래법",소계,전남,156
"특별법범 (건)","전자금융거래법",소계,경북,195
"특별법범 (건)","전자금융거래법",소계,경남,569
"특별법범 (건)","전자금융거래법",소계,제주,131
"특별법범 (건)","전파법",소계,계,405
"특별법범 (건)","전파법",소계,서울,140
"특별법범 (건)","전파법",소계,부산,57
"특별법범 (건)","전파법",소계,대구,28
"특별법범 (건)","전파법",소계,인천,1
"특별법범 (건)","전파법",소계,광주,23
"특별법범 (건)","전파법",소계,대전,32
"특별법범 (건)","전파법",소계,울산,9
"특별법범 (건)","전파법",소계,세종,-
"특별법범 (건)","전파법",소계,경기,4
"특별법범 (건)","전파법",소계,강원,25
"특별법범 (건)","전파법",소계,충북,23
"특별법범 (건)","전파법",소계,충남,-
"특별법범 (건)","전파법",소계,전북,17
"특별법범 (건)","전파법",소계,전남,-
"특별법범 (건)","전파법",소계,경북,3
"특별법범 (건)","전파법",소계,경남,-
"특별법범 (건)","전파법",소계,제주,43
"특별법범 (건)","정보통신망이용촉진 및 정보보호 등에 관한법률",소계,계,17763
"특별법범 (건)","정보통신망이용촉진 및 정보보호 등에 관한법률",소계,서울,5055
"특별법범 (건)","정보통신망이용촉진 및 정보보호 등에 관한법률",소계,부산,1190
"특별법범 (건)","정보통신망이용촉진 및 정보보호 등에 관한법률",소계,대구,587
"특별법범 (건)","정보통신망이용촉진 및 정보보호 등에 관한법률",소계,인천,971
"특별법범 (건)","정보통신망이용촉진 및 정보보호 등에 관한법률",소계,광주,404
"특별법범 (건)","정보통신망이용촉진 및 정보보호 등에 관한법률",소계,대전,472
"특별법범 (건)","정보통신망이용촉진 및 정보보호 등에 관한법률",소계,울산,164
"특별법범 (건)","정보통신망이용촉진 및 정보보호 등에 관한법률",소계,세종,85
"특별법범 (건)","정보통신망이용촉진 및 정보보호 등에 관한법률",소계,경기,4646
"특별법범 (건)","정보통신망이용촉진 및 정보보호 등에 관한법률",소계,강원,385
"특별법범 (건)","정보통신망이용촉진 및 정보보호 등에 관한법률",소계,충북,654
"특별법범 (건)","정보통신망이용촉진 및 정보보호 등에 관한법률",소계,충남,524
"특별법범 (건)","정보통신망이용촉진 및 정보보호 등에 관한법률",소계,전북,355
"특별법범 (건)","정보통신망이용촉진 및 정보보호 등에 관한법률",소계,전남,461
"특별법범 (건)","정보통신망이용촉진 및 정보보호 등에 관한법률",소계,경북,636
"특별법범 (건)","정보통신망이용촉진 및 정보보호 등에 관한법률",소계,경남,969
"특별법범 (건)","정보통신망이용촉진 및 정보보호 등에 관한법률",소계,제주,205
"특별법범 (건)","조세범처벌법",소계,계,2854
"특별법범 (건)","조세범처벌법",소계,서울,730
"특별법범 (건)","조세범처벌법",소계,부산,179
"특별법범 (건)","조세범처벌법",소계,대구,110
"특별법범 (건)","조세범처벌법",소계,인천,165
"특별법범 (건)","조세범처벌법",소계,광주,67
"특별법범 (건)","조세범처벌법",소계,대전,77
"특별법범 (건)","조세범처벌법",소계,울산,25
"특별법범 (건)","조세범처벌법",소계,세종,15
"특별법범 (건)","조세범처벌법",소계,경기,780
"특별법범 (건)","조세범처벌법",소계,강원,49
"특별법범 (건)","조세범처벌법",소계,충북,74
"특별법범 (건)","조세범처벌법",소계,충남,137
"특별법범 (건)","조세범처벌법",소계,전북,74
"특별법범 (건)","조세범처벌법",소계,전남,74
"특별법범 (건)","조세범처벌법",소계,경북,102
"특별법범 (건)","조세범처벌법",소계,경남,174
"특별법범 (건)","조세범처벌법",소계,제주,22
"특별법범 (건)","주민등록법",소계,계,2137
"특별법범 (건)","주민등록법",소계,서울,406
"특별법범 (건)","주민등록법",소계,부산,171
"특별법범 (건)","주민등록법",소계,대구,122
"특별법범 (건)","주민등록법",소계,인천,160
"특별법범 (건)","주민등록법",소계,광주,74
"특별법범 (건)","주민등록법",소계,대전,65
"특별법범 (건)","주민등록법",소계,울산,34
"특별법범 (건)","주민등록법",소계,세종,5
"특별법범 (건)","주민등록법",소계,경기,571
"특별법범 (건)","주민등록법",소계,강원,74
"특별법범 (건)","주민등록법",소계,충북,57
"특별법범 (건)","주민등록법",소계,충남,59
"특별법범 (건)","주민등록법",소계,전북,87
"특별법범 (건)","주민등록법",소계,전남,73
"특별법범 (건)","주민등록법",소계,경북,62
"특별법범 (건)","주민등록법",소계,경남,87
"특별법범 (건)","주민등록법",소계,제주,30
"특별법범 (건)","주차장법",소계,계,104
"특별법범 (건)","주차장법",소계,서울,63
"특별법범 (건)","주차장법",소계,부산,4
"특별법범 (건)","주차장법",소계,대구,1
"특별법범 (건)","주차장법",소계,인천,5
"특별법범 (건)","주차장법",소계,광주,-
"특별법범 (건)","주차장법",소계,대전,-
"특별법범 (건)","주차장법",소계,울산,-
"특별법범 (건)","주차장법",소계,세종,-
"특별법범 (건)","주차장법",소계,경기,14
"특별법범 (건)","주차장법",소계,강원,8
"특별법범 (건)","주차장법",소계,충북,-
"특별법범 (건)","주차장법",소계,충남,1
"특별법범 (건)","주차장법",소계,전북,1
"특별법범 (건)","주차장법",소계,전남,2
"특별법범 (건)","주차장법",소계,경북,1
"특별법범 (건)","주차장법",소계,경남,-
"특별법범 (건)","주차장법",소계,제주,4
"특별법범 (건)","주택법",소계,계,597
"특별법범 (건)","주택법",소계,서울,78
"특별법범 (건)","주택법",소계,부산,52
"특별법범 (건)","주택법",소계,대구,15
"특별법범 (건)","주택법",소계,인천,93
"특별법범 (건)","주택법",소계,광주,28
"특별법범 (건)","주택법",소계,대전,14
"특별법범 (건)","주택법",소계,울산,5
"특별법범 (건)","주택법",소계,세종,7
"특별법범 (건)","주택법",소계,경기,232
"특별법범 (건)","주택법",소계,강원,12
"특별법범 (건)","주택법",소계,충북,11
"특별법범 (건)","주택법",소계,충남,6
"특별법범 (건)","주택법",소계,전북,6
"특별법범 (건)","주택법",소계,전남,9
"특별법범 (건)","주택법",소계,경북,6
"특별법범 (건)","주택법",소계,경남,21
"특별법범 (건)","주택법",소계,제주,2
"특별법범 (건)","직업안정법",소계,계,208
"특별법범 (건)","직업안정법",소계,서울,42
"특별법범 (건)","직업안정법",소계,부산,15
"특별법범 (건)","직업안정법",소계,대구,10
"특별법범 (건)","직업안정법",소계,인천,5
"특별법범 (건)","직업안정법",소계,광주,5
"특별법범 (건)","직업안정법",소계,대전,9
"특별법범 (건)","직업안정법",소계,울산,2
"특별법범 (건)","직업안정법",소계,세종,1
"특별법범 (건)","직업안정법",소계,경기,43
"특별법범 (건)","직업안정법",소계,강원,9
"특별법범 (건)","직업안정법",소계,충북,7
"특별법범 (건)","직업안정법",소계,충남,6
"특별법범 (건)","직업안정법",소계,전북,8
"특별법범 (건)","직업안정법",소계,전남,30
"특별법범 (건)","직업안정법",소계,경북,3
"특별법범 (건)","직업안정법",소계,경남,8
"특별법범 (건)","직업안정법",소계,제주,5
"특별법범 (건)","집회 및 시위에 관한법률",소계,계,282
"특별법범 (건)","집회 및 시위에 관한법률",소계,서울,160
"특별법범 (건)","집회 및 시위에 관한법률",소계,부산,17
"특별법범 (건)","집회 및 시위에 관한법률",소계,대구,13
"특별법범 (건)","집회 및 시위에 관한법률",소계,인천,8
"특별법범 (건)","집회 및 시위에 관한법률",소계,광주,12
"특별법범 (건)","집회 및 시위에 관한법률",소계,대전,3
"특별법범 (건)","집회 및 시위에 관한법률",소계,울산,-
"특별법범 (건)","집회 및 시위에 관한법률",소계,세종,1
"특별법범 (건)","집회 및 시위에 관한법률",소계,경기,19
"특별법범 (건)","집회 및 시위에 관한법률",소계,강원,2
"특별법범 (건)","집회 및 시위에 관한법률",소계,충북,1
"특별법범 (건)","집회 및 시위에 관한법률",소계,충남,7
"특별법범 (건)","집회 및 시위에 관한법률",소계,전북,12
"특별법범 (건)","집회 및 시위에 관한법률",소계,전남,3
"특별법범 (건)","집회 및 시위에 관한법률",소계,경북,7
"특별법범 (건)","집회 및 시위에 관한법률",소계,경남,15
"특별법범 (건)","집회 및 시위에 관한법률",소계,제주,2
"특별법범 (건)","청소년보호법",소계,계,7690
"특별법범 (건)","청소년보호법",소계,서울,1110
"특별법범 (건)","청소년보호법",소계,부산,458
"특별법범 (건)","청소년보호법",소계,대구,309
"특별법범 (건)","청소년보호법",소계,인천,506
"특별법범 (건)","청소년보호법",소계,광주,288
"특별법범 (건)","청소년보호법",소계,대전,275
"특별법범 (건)","청소년보호법",소계,울산,106
"특별법범 (건)","청소년보호법",소계,세종,22
"특별법범 (건)","청소년보호법",소계,경기,1783
"특별법범 (건)","청소년보호법",소계,강원,282
"특별법범 (건)","청소년보호법",소계,충북,295
"특별법범 (건)","청소년보호법",소계,충남,370
"특별법범 (건)","청소년보호법",소계,전북,399
"특별법범 (건)","청소년보호법",소계,전남,290
"특별법범 (건)","청소년보호법",소계,경북,441
"특별법범 (건)","청소년보호법",소계,경남,662
"특별법범 (건)","청소년보호법",소계,제주,94
"특별법범 (건)","총포·도검·화약류등의 안전관리에 관한법률",소계,계,392
"특별법범 (건)","총포·도검·화약류등의 안전관리에 관한법률",소계,서울,128
"특별법범 (건)","총포·도검·화약류등의 안전관리에 관한법률",소계,부산,53
"특별법범 (건)","총포·도검·화약류등의 안전관리에 관한법률",소계,대구,14
"특별법범 (건)","총포·도검·화약류등의 안전관리에 관한법률",소계,인천,18
"특별법범 (건)","총포·도검·화약류등의 안전관리에 관한법률",소계,광주,5
"특별법범 (건)","총포·도검·화약류등의 안전관리에 관한법률",소계,대전,9
"특별법범 (건)","총포·도검·화약류등의 안전관리에 관한법률",소계,울산,2
"특별법범 (건)","총포·도검·화약류등의 안전관리에 관한법률",소계,세종,1
"특별법범 (건)","총포·도검·화약류등의 안전관리에 관한법률",소계,경기,66
"특별법범 (건)","총포·도검·화약류등의 안전관리에 관한법률",소계,강원,12
"특별법범 (건)","총포·도검·화약류등의 안전관리에 관한법률",소계,충북,7
"특별법범 (건)","총포·도검·화약류등의 안전관리에 관한법률",소계,충남,5
"특별법범 (건)","총포·도검·화약류등의 안전관리에 관한법률",소계,전북,16
"특별법범 (건)","총포·도검·화약류등의 안전관리에 관한법률",소계,전남,9
"특별법범 (건)","총포·도검·화약류등의 안전관리에 관한법률",소계,경북,20
"특별법범 (건)","총포·도검·화약류등의 안전관리에 관한법률",소계,경남,13
"특별법범 (건)","총포·도검·화약류등의 안전관리에 관한법률",소계,제주,14
"특별법범 (건)","최저임금법",소계,계,814
"특별법범 (건)","최저임금법",소계,서울,197
"특별법범 (건)","최저임금법",소계,부산,84
"특별법범 (건)","최저임금법",소계,대구,74
"특별법범 (건)","최저임금법",소계,인천,-
"특별법범 (건)","최저임금법",소계,광주,25
"특별법범 (건)","최저임금법",소계,대전,-
"특별법범 (건)","최저임금법",소계,울산,17
"특별법범 (건)","최저임금법",소계,세종,-
"특별법범 (건)","최저임금법",소계,경기,216
"특별법범 (건)","최저임금법",소계,강원,29
"특별법범 (건)","최저임금법",소계,충북,7
"특별법범 (건)","최저임금법",소계,충남,50
"특별법범 (건)","최저임금법",소계,전북,22
"특별법범 (건)","최저임금법",소계,전남,17
"특별법범 (건)","최저임금법",소계,경북,32
"특별법범 (건)","최저임금법",소계,경남,44
"특별법범 (건)","최저임금법",소계,제주,-
"특별법범 (건)","축산물 위생관리법",소계,계,305
"특별법범 (건)","축산물 위생관리법",소계,서울,39
"특별법범 (건)","축산물 위생관리법",소계,부산,25
"특별법범 (건)","축산물 위생관리법",소계,대구,17
"특별법범 (건)","축산물 위생관리법",소계,인천,23
"특별법범 (건)","축산물 위생관리법",소계,광주,6
"특별법범 (건)","축산물 위생관리법",소계,대전,11
"특별법범 (건)","축산물 위생관리법",소계,울산,3
"특별법범 (건)","축산물 위생관리법",소계,세종,1
"특별법범 (건)","축산물 위생관리법",소계,경기,103
"특별법범 (건)","축산물 위생관리법",소계,강원,3
"특별법범 (건)","축산물 위생관리법",소계,충북,16
"특별법범 (건)","축산물 위생관리법",소계,충남,5
"특별법범 (건)","축산물 위생관리법",소계,전북,11
"특별법범 (건)","축산물 위생관리법",소계,전남,6
"특별법범 (건)","축산물 위생관리법",소계,경북,9
"특별법범 (건)","축산물 위생관리법",소계,경남,26
"특별법범 (건)","축산물 위생관리법",소계,제주,1
"특별법범 (건)","출입국관리법",소계,계,2584
"특별법범 (건)","출입국관리법",소계,서울,339
"특별법범 (건)","출입국관리법",소계,부산,100
"특별법범 (건)","출입국관리법",소계,대구,93
"특별법범 (건)","출입국관리법",소계,인천,251
"특별법범 (건)","출입국관리법",소계,광주,56
"특별법범 (건)","출입국관리법",소계,대전,18
"특별법범 (건)","출입국관리법",소계,울산,25
"특별법범 (건)","출입국관리법",소계,세종,4
"특별법범 (건)","출입국관리법",소계,경기,772
"특별법범 (건)","출입국관리법",소계,강원,221
"특별법범 (건)","출입국관리법",소계,충북,74
"특별법범 (건)","출입국관리법",소계,충남,144
"특별법범 (건)","출입국관리법",소계,전북,60
"특별법범 (건)","출입국관리법",소계,전남,99
"특별법범 (건)","출입국관리법",소계,경북,97
"특별법범 (건)","출입국관리법",소계,경남,167
"특별법범 (건)","출입국관리법",소계,제주,64
"특별법범 (건)","통신비밀 보호법",소계,계,297
"특별법범 (건)","통신비밀 보호법",소계,서울,71
"특별법범 (건)","통신비밀 보호법",소계,부산,24
"특별법범 (건)","통신비밀 보호법",소계,대구,8
"특별법범 (건)","통신비밀 보호법",소계,인천,9
"특별법범 (건)","통신비밀 보호법",소계,광주,20
"특별법범 (건)","통신비밀 보호법",소계,대전,19
"특별법범 (건)","통신비밀 보호법",소계,울산,6
"특별법범 (건)","통신비밀 보호법",소계,세종,3
"특별법범 (건)","통신비밀 보호법",소계,경기,50
"특별법범 (건)","통신비밀 보호법",소계,강원,10
"특별법범 (건)","통신비밀 보호법",소계,충북,19
"특별법범 (건)","통신비밀 보호법",소계,충남,12
"특별법범 (건)","통신비밀 보호법",소계,전북,10
"특별법범 (건)","통신비밀 보호법",소계,전남,10
"특별법범 (건)","통신비밀 보호법",소계,경북,15
"특별법범 (건)","통신비밀 보호법",소계,경남,10
"특별법범 (건)","통신비밀 보호법",소계,제주,1
"특별법범 (건)","특가법(도주차량)",소계,계,9821
"특별법범 (건)","특가법(도주차량)",소계,서울,1047
"특별법범 (건)","특가법(도주차량)",소계,부산,562
"특별법범 (건)","특가법(도주차량)",소계,대구,636
"특별법범 (건)","특가법(도주차량)",소계,인천,923
"특별법범 (건)","특가법(도주차량)",소계,광주,481
"특별법범 (건)","특가법(도주차량)",소계,대전,311
"특별법범 (건)","특가법(도주차량)",소계,울산,123
"특별법범 (건)","특가법(도주차량)",소계,세종,31
"특별법범 (건)","특가법(도주차량)",소계,경기,2746
"특별법범 (건)","특가법(도주차량)",소계,강원,296
"특별법범 (건)","특가법(도주차량)",소계,충북,237
"특별법범 (건)","특가법(도주차량)",소계,충남,525
"특별법범 (건)","특가법(도주차량)",소계,전북,349
"특별법범 (건)","특가법(도주차량)",소계,전남,434
"특별법범 (건)","특가법(도주차량)",소계,경북,517
"특별법범 (건)","특가법(도주차량)",소계,경남,493
"특별법범 (건)","특가법(도주차량)",소계,제주,110
"특별법범 (건)","특허법",소계,계,212
"특별법범 (건)","특허법",소계,서울,55
"특별법범 (건)","특허법",소계,부산,5
"특별법범 (건)","특허법",소계,대구,6
"특별법범 (건)","특허법",소계,인천,8
"특별법범 (건)","특허법",소계,광주,3
"특별법범 (건)","특허법",소계,대전,57
"특별법범 (건)","특허법",소계,울산,-
"특별법범 (건)","특허법",소계,세종,-
"특별법범 (건)","특허법",소계,경기,55
"특별법범 (건)","특허법",소계,강원,-
"특별법범 (건)","특허법",소계,충북,4
"특별법범 (건)","특허법",소계,충남,5
"특별법범 (건)","특허법",소계,전북,5
"특별법범 (건)","특허법",소계,전남,2
"특별법범 (건)","특허법",소계,경북,3
"특별법범 (건)","특허법",소계,경남,4
"특별법범 (건)","특허법",소계,제주,-
"특별법범 (건)","폐기물관리법",소계,계,2118
"특별법범 (건)","폐기물관리법",소계,서울,41
"특별법범 (건)","폐기물관리법",소계,부산,60
"특별법범 (건)","폐기물관리법",소계,대구,33
"특별법범 (건)","폐기물관리법",소계,인천,55
"특별법범 (건)","폐기물관리법",소계,광주,24
